"","V1","V2","V3","V4","V5","V6"
"u_thr_20",163.866787688517,13.7812656789333,19921.8573638032,35778.3107343833,18112.8020025061,36916.5472524501
"l_thr_20",9.54490527997963,1.48949622691955,-947.000963830726,-282.05603068745,-104.127753661583,-915.668127160021
"u_thr_80",142.392417231797,9.27673621606502,16353.0442981469,28211.8856181872,16182.8723612207,28233.3974113928
"l_thr_80",15.1517380003029,1.12690464672444,849.415757798033,3035.75966877896,634.004640405591,3302.48481597896
