"","V1","V2","V3","V4","V5","V6"
"u_thr_20",243.139058580703,19.8684534371325,30950.9856912665,51643.6852264843,28003.8418224575,53562.680559466
"l_thr_20",-65.0491818748959,-3.84285839761864,-9649.98818407057,-12650.179837474,-8722.02262266249,-13501.6868887308
"u_thr_80",204.090258448497,13.121324181581,23721.9517251999,40646.9604005995,23636.8058636431,40998.3544868389
"l_thr_80",-44.9643332912932,-2.81133399131072,-5587.58302218595,-8286.85507749519,-6269.79102629421,-8333.96352898296
