"","V1","V2","V3","V4","V5","V6"
"u_thr_20",47.9109830779441,4.64208022459723,3162.93832381192,3551.30125757123,2853.7524501728,3735.95062139383
"l_thr_20",7.56451311029503,0.617385215521013,279.205573216463,204.018496888783,299.83647303781,127.677084473152
"u_thr_80",34.3262432688818,4.66529646484807,1541.77886042207,3059.33026123254,1235.10253609266,3258.11646302302
"l_thr_80",3.3891348714707,0.942610502307366,81.4316441187494,74.9281011621476,108.352696388684,165.603827924544
