"","V1","V2","V3","V4","V5","V6"
"u_thr_20",57.9976005698563,5.64825397686629,3883.87151146078,4388.12194774184,3492.23144445654,4638.019005624
"l_thr_20",-2.52210438161723,-0.388788536748042,-441.727614432401,-632.802193281829,-338.642521245936,-774.391299757017
"u_thr_80",42.0605203682346,5.59596795548325,1906.8656644979,3805.43080125013,1516.78999601866,4031.24462179764
"l_thr_80",-4.34514222788208,0.0119390116721898,-283.65515995708,-671.172438855449,-173.33476353731,-607.524330850076
