"","V1","V2","V3","V4","V5","V6"
"u_thr_20",221.737493591719,18.3906792234384,27747.6792366659,49300.9482712848,24944.150661069,51103.6280198039
"l_thr_20",-48.325800623222,-3.11991731758559,-8772.82283669345,-13804.693567589,-6935.47641222448,-15102.7488945138
"u_thr_80",190.107671943607,12.3329230545677,22166.9050007777,37652.9328492153,22013.6977565263,37582.489634673
"l_thr_80",-32.5635167115073,-1.92928219177828,-4964.44494483278,-6405.28756224914,-5196.82075490006,-6046.60740730123
